CPU,Display,Graphics,ImgURL,Name,Price,Ram,Status,Storage,URL
i5 - 8250u,"14"" Full HD","
Intel UHD 620
",https://laptop88.vn/media/product/7854_0_7.jpg,Laptop Cũ HP Elitebook X360 1040 G6  - Intel Core i5 | 14 inch Full HD,Liên Hệ,8GB LPDDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-x360-1040g6-2in1-intel-core-i5.html
i7-1160G7,13.5 inch 2K,Iris Xe Graphics,https://laptop88.vn/media/product/8104_lenovo_laptop_thinkpad_x1_titanium_yoga_13.jpg,Laptop cũ Lenovo ThinkPad X1 Titanium Yoga Gen 1 - i7 1160G7 | 16GB | 2K (kèm bút),Liên Hệ,16GB ,,SSD 1TB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x1-titanium-yoga-gen-1-i7-1160g7-16gb-2k.html
i5 - 5200U,12.5 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_4924.jpg,Laptop Cũ HP Elitebook 820 G2 - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-cu-hp-elitebook-820-g2-intel-core-i5/p4924.html
i7 - 8750H,"15.6"" Full HD",Nvidia GTX 1050,https://laptop88.vn/media/product/pro_poster_4172.jpg,Laptop Gaming Cũ Dell G3 3579 - Intel Core i7 ,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-dell-g3-3579-core-i7.html
"
i5 - 8560u
",14 inch Full HD,UHD 620,https://laptop88.vn/media/product/pro_poster_7971.jpg,Laptop cũ HP Elitebook x360 1040 G5 - Intel Core i7 | 14 inch Full HD,14.990.000 đ,8GB LPDDR4,,SSD 256GB ,https://laptop88.vn/laptop-cu-hp-elitebook-x360-1040-g5-intel-core-i7-14-inch-full-hd.html
i7 - 8650U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_4830.jpg,Laptop Cũ Dell Latitude 7490 - Intel Core i7,8.790.000 đ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e7490-intel-core-i7/p4830.html
i7 - 6600U,"14"" Full HD",Intel HD 520,https://laptop88.vn/media/product/pro_poster_4035.jpg,Laptop cũ HP Elitebook 840 G3  - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-hp-elitebook-840-g3-core-i7-6600u-ram-8gb-ssd-256gb-intel-hd-52014-inch-fullhd/p4035.html
i7 - 7700HQ,"15.6"" Full HD",Nvidia GTX 1050,https://laptop88.vn/media/product/pro_poster_3909.jpg,Laptop Gaming cũ Dell Inspiron 5577 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/dell-inspiron-gaming-5577-intel-i7.html
i5 - 8300H,"15.6"" Full HD",Nvidia GTX 1050Ti,https://laptop88.vn/media/product/pro_poster_4827.jpg,Laptop Gaming Cũ Dell Inspiron G7 7588 - Intel Core i5,13.990.000 đ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-g7-7588-intel-core-i5/p4827.html
i5 - 6200U,14 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_5073.jpg,Laptop Cũ HP Probook 640 G2 - Intel Core i5,4.790.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-hp-probook-640-g2-intel-core-i5/p5073.html
Core i7-5600U,"14"" HD",Intel HD Graphics 5500,https://laptop88.vn/media/product/pro_poster_3970.jpg,Laptop Cũ Dell Latitude E7450 - Intel Core i7,Liên Hệ,4GB / 8GB,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e7450-core-i7-5600u-ram-8gb-ssd-256gb-intel-hd-graphics-5500-14-fhd-bao-hanh-1-nam/p3970.html
i5 - 4200U,13.3 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_2556.jpg,Laptop Cũ Dell Latitude 3340  - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-3340-intel-core-i5/p2556.html
i7 - 4810MQ,17.3'' Full HD,Quadro K3100M,https://laptop88.vn/media/product/pro_poster_4980.jpg,Laptop cũ HP Zbook 17 G2 - Intel Core i7,Liên Hệ,8GB DDR3,,SSD 240GB,https://laptop88.vn/laptop-cu-hp-zbook-17-g2-intel-core-i7.html
i5 - 8350U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/5182_4297_thinkpad_t480___3__1_.png,Laptop Cũ Lenovo Thinkpad T480 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t480-intel-core-i5/p5182.html
i7 - 3740QM,"15.6"" Full HD",Quadro K1000M,https://laptop88.vn/media/product/pro_poster_2430.jpg,Laptop cũ Dell Precision M4700 - Intel Core i7,6.990.000 đ,8GB DDR3,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-precision-m4700-core-i7-3720qm-3820qm-3840qm-ram-8gb-hdd-500gb-vga-2gb-nvidia-quadro-K1000m-K2000m-156-inch-fullhd-bh-1-nam.html
i5 - 5200U,12.5 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_4003.jpg,Laptop Cũ Lenovo Thinkpad X250 - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-lenovo-thinkpad-x250-intel-core-i5-5300u-ram-4gb-ssd-128gb-intel-hd-graphics-5500-12.5-inch-hd.html
i5 - 8300H,"15.6"" Full HD",Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_6635.jpg,Laptop Cũ Dell Latitude 5591 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5591-intel-core-i5.html
i7 - 5600U,14'' Full HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_4467.jpg,Laptop Cũ HP Elitebook 840 G2 - Intel Core i7,Liên Hệ,4GB DDR3L,,SSD 128GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g2-intel-core-i7/p4467.html
i5 - 6200U,"14"" Full HD",Intel HD 520,https://laptop88.vn/media/product/pro_poster_4991.jpg,Laptop Cũ HP Folio Elitebook 1040 G3 - Intel Core i5,6.700.000 đ,16GB Onmain,Used,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-1040-g3-intel-core-i5.html
i5 - 8250u,13.3'' Full HD,Intel UHD 620,https://laptop88.vn/media/product/pro_poster_5099.jpg,Laptop Cũ Dell Latitude 7390 2 in 1 - Intel Core i5,8.990.000 đ,8GB LPDDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7390-2-in-1-intel-core-i7/p5099.html
i7 - 8650U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_5181.jpg,Laptop Cũ Lenovo Thinkpad T480s - Intel Core i7 ,11.690.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t480s-intel-core-i7-8650u/p5181.html
i7 - 2.2GHz,13.3 Inch HD+,Intel HD 6000,https://laptop88.vn/media/product/pro_poster_5196.jpg,Macbook Air Cũ 13 inch 2017 - Intel Core i7 2.2 Ghz,Liên Hệ,8GB Onmain,,SSD 128GB,https://laptop88.vn/macbook-air-13-inch-2017-intel-core-i7/p5196.html
i5 - 2520M,15.6 Inch HD,Intel HD 3000,https://laptop88.vn/media/product/pro_poster_6458.jpg,Laptop Cũ Toshiba Dynabook Satellite B551 - Intel Core i5 ,Liên Hệ,4GB DDR3,,SSD 128GB,https://laptop88.vn/laptop-cu-toshiba-dynabook-satellite-b551-intel-core-i5.html
i5 - 8250U,15.6 Inch Full HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_6378.jpg,Laptop Cũ Dell Latitude 3500 - Intel Core i5,8.490.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-3500-intel-core-i5.html
i5 2.4Ghz,13 inch Retina,Intel Iris 5100 Graphics,https://laptop88.vn/media/product/4992_34675_34674_35950_macbook_pro_retina_13in_1.jpg,Laptop Cũ Macbook Pro 13 Retina 2013 - Intel Core i5 ,Liên Hệ,16GB DDR4 onmain,,SSD 256GB,https://laptop88.vn/laptop-cu-macbook-pro-13-retina-2013-intel-core-i5/p4992.html
i5 - 8350U,"12.5"" Full HD",Intel UHD 620,https://laptop88.vn/media/product/pro_poster_5225.jpg,Laptop Cũ Lenovo Thinkpad X280 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x280-intel-core-i5.html
i5 - 6200U,15.6 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_5863.jpg,Laptop Cũ HP Probook 650 G2 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-probook-650-g2-intel-core-i5/p5863.html
i5 - 6200U,"14"" Full HD",Intel UHD 520,https://laptop88.vn/media/product/pro_poster_5231.jpg,Laptop Cũ Lenovo Thinkpad T460 - Intel Core i5,Liên Hệ,8GB DDR3,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t460-intel-core-i5.html
i7 - 5600U,12.5 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_5246.jpg,Laptop Cũ HP Elitebook 820 G2 - Intel Core i7,Liên Hệ,4GB DDR3,,SSD 128GB,https://laptop88.vn/laptop-cu-hp-elitebook-820-g2-intel-core-i7/p5246.html
i3 - 5005U,13.3 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_5259.jpg,Laptop Cũ Dell Latitude 3340 - Intel Core i3,Liên Hệ,4GB DDR3,,SSD 128GB,https://laptop88.vn/laptop-cu-dell-latitude-3350-intel-core-i3/p5259.html
i5 - 5200U,13.3 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_5282.jpg,Laptop Cũ Dell Latitude 3350 - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-3350-intel-core-i5/p5282.html
i7 - 4810MQ,"15.6"" Full HD",AMD W4170M,https://laptop88.vn/media/product/pro_poster_5394.jpg,Laptop Cũ Dell Precision M2800 - Intel Core i7-4810MQ | Card rời AMD,6.990.000 đ,8GB DDR3L,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m2800-intel-core-i7.html
i5 - 9300H,"15.6"" Full HD",Nvidia GTX 1650,https://laptop88.vn/media/product/5587_71d538geyxl__ac_sl1500_.jpg,Laptop Cũ Dell Inspiron Gaming G3 3590 - Intel Core i5-9300H | GTX 1650,13.990.000 đ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-cu-dell-gaming-g3-3590-intel-core-i5/p5587.html
i7 - 6600U,14 Inch 2K,Intel HD 520,https://laptop88.vn/media/product/5294_lenovo_yoga__x1_gen_1_2.png,Laptop cũ Lenovo Thinkpad Yoga  X1 Gen 1 - Intel Core i7,Liên Hệ,16GB DDR3,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-yoga-x1-gen-1-intel-core-i7/p5294.html
i7 - 6600U,13.3'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_5695.jpg,Laptop Cũ Dell Latitude 7380 - Intel Core i7,7.390.000 đ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7380-intel-core-i7/p5695.html
i5 - 7200U,15.6 Inch HD,Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_5701.jpg,Laptop Cũ Lenovo Thinkpad L570 - Intel Core i5,6.490.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-l570-intel-core-i5/p5701.html
AMD A10,14 Inch HD,AMD Radeon R6,https://laptop88.vn/media/product/5345_hp_elitebook_745_g3_0.jpg,Laptop Cũ HP Elitebook 745 G3 - AMD A10,Liên Hệ,8GB PC3,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-745-g3-amd-a10/p5345.html
i7 - 3.1Ghz,13.3'' Retina,Intel Graphics 6100,https://laptop88.vn/media/product/pro_poster_6281.jpg,Macbook Pro 2015 13 inch Retina Cũ - Intel Core i7 3.1GHz,Liên Hệ,16GB LPDDR3,,SSD 256GB,https://laptop88.vn/laptop-cu-macbook-pro-retina-13-inch-2015-i7-3.1ghz-ram-16gb-ssd-512gb.html
i7 - 8650U,15.6 Inch FHD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_5978.jpg,Laptop Cũ Dell Latitude 5590 - Intel Core i7,Liên Hệ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5590-intel-core-i7.html
i5 - 8300H,15.6'' Full HD,Quadro P1000,https://laptop88.vn/media/product/6006_5395_dell_precision_5530.png,Laptop Cũ Dell Precision 5530 - Intel Core i5,15.490.000 đ,16GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i5.html
i5 - 8250U,12.5 Inch HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_6352.jpg,Laptop Cũ Dell Latitude 5290 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5290-intel-core-i5.html
"
Intel Core i7-9850H
",15.6 inch Full HD,Intel UHD 630,https://laptop88.vn/media/product/pro_poster_6397.jpg,Laptop Cũ Dell Latitude 5501 - Intel Core i7,Liên Hệ,16GB DDR5,,SSD 256GB NVMe,https://laptop88.vn/laptop-cu-dell-latitude-5501-intel-core-i7.html
i5 - 4200U,15 Inch HD,Nvidia GT750,https://laptop88.vn/media/product/6344_inspiron_7537_5.jpg,Laptop Cũ Dell Inspiron 7537 - Intel Core i5-4200U | GT750,5.390.000 đ,6GB DDR3L,Used,SSD 120GB,https://laptop88.vn/laptop-cu-dell-inspiron-7537-intel-core-i5.html
i5 - 7200U,14'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_6542.jpg,Laptop Cũ Lenovo Thinkpad X1 Carbon Gen 5 - Intel Core i5,Liên Hệ,8GB LPDDR3,,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x1-carbon-gen-5-intel-core-i5.html
i9 - 8950HK,"15.6"" Full HD",Quadro P2000M,https://laptop88.vn/media/product/pro_poster_6597.jpg,Laptop Cũ Dell Precision 5530 - Intel Core i9,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i9.html
i5 - 8365U,"14"" Full HD",Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_6595.jpg,Laptop Cũ HP EliteBook 840 G6 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g6-intel-core-i5.html
i5 - 6640HQ,"14"" Full HD",Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_6705.jpg,Laptop cũ Lenovo Thinkpad T460p - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t460p-intel-core-i5.html
,,,https://laptop88.vn/media/product/6343_laptop_lenovo_thickpad_t440p_1.jpg,Laptop Cũ Lenovo Thinkpad T440p - Intel Core i5,Liên Hệ,,,,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t440p-intel-core-i5.html
i5 - 6200U,14 Inch HD,Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_6736.jpg,Laptop Cũ Lenovo Thinkpad L460 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-l460-intel-core-i5.html
i5 - 1.7Ghz,13.3 Inch HD+,Intel HD 600,https://laptop88.vn/media/product/pro_poster_6740.jpg,Macbook Air 2017 13 inch cũ (i5 1.8Ghz/RAM 8GB/SSD 128GB),Liên Hệ,8GB DDR3L,,SSD 128GB,https://laptop88.vn/macbook-air-2017-13-inch-cu-i5-1.8ghz-ram-8gb-ssd-128gb.html
i7 - 10750H,"14"" Full HD, IPS",Nvidia GTX 1650,https://laptop88.vn/media/product/pro_poster_6863.jpg,Laptop Cũ Acer ConceptD 3 Ezel - Intel Core i7,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-cu-acer-conceptd-3-ezel-intel-core-i7.html
i5 - 7200U,"13.3"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_6356.jpg,Laptop Cũ Dell Latitude 7380 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7380-intel-core-i5.html
i7 - 8650U,12.5 Inch HD,Intel HD Graphics,https://laptop88.vn/media/product/6912_dell_latitude_5290_i7_8650u_16gb_ssd_512gb_12_5_hd_win_10_pro_38755_2__1_.jpg,Laptop Cũ Dell Latitude 5290 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5290-2-in-1-intel-core-i7.html
i5 - 8250U,"14"" Full HD",Intel UHD Graphics,https://laptop88.vn/media/product/6931_1610_batch_screenshot_1.png,Laptop Cũ Lenovo Thinkpad T490s - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t490s-intel-core-i5.html
i7 - 8650U,15.6 Inch FHD,MX 130,https://laptop88.vn/media/product/pro_poster_6914.jpg,Laptop Cũ Dell Latitude 3500 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-3500-intel-core-i7.html
i5 - 4200U,14 Inch HD,Intel HD ,https://laptop88.vn/media/product/pro_poster_2375.jpg,Laptop cũ HP Elitebook 840 G1 - Intel Core i5 ,4.390.000 đ,8GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-hp-elitebook-840-g1-core-i5-4300u-ram-4gb-hdd-320gb-intel-hd-graphics-4400-14-inch-bao-hanh-1-nam/p2375.html/p2375.html
,,,https://laptop88.vn/media/product/pro_poster_6844.jpg,Laptop Cũ Dell Latitude E7440 - Intel Core i3,3.690.000 đ,,Used,,https://laptop88.vn/laptop-cu-dell-latitude-e7440-intel-core-i3.html
"
Core i7 10750H
",15.6 inch Full HD+,"
Nvidia Quadro T1000
",https://laptop88.vn/media/product/6961_dell_precision_5550_3.jpg,Laptop Cũ Dell Precision 5550 - Intel Core i7-10750H | T1000 | 32GB | 15 inch Full HD+,25.990.000 đ,32GB DDR4,Used,SSD 1TB NVMe,https://laptop88.vn/laptop-cu-dell-precision-5550-intel-core-i7.html
i3-6010U,14 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_6952.jpg,Laptop Cũ Dell Latitude 3490 - Intel Core i3,4.290.000 đ,4GB DDR4,Used,SSD 128GB,https://laptop88.vn/laptop-cu-dell-latitude-3490-intel-core-i3.html
i5 - 10210U,14'' Full HD,Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_6724.jpg,Laptop Cũ HP Notebook 14s cr2005tu - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-hp-notebook-14s-cr2005tu-intel-core-i5.html
i5 - 4210U,15.6 Inch Full HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_2498.jpg,Laptop cũ HP Probook 450 G2 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-cu-hp-probook-450-g2-intel-core-i5/p2498.html
,,,https://laptop88.vn/media/product/pro_poster_2417.jpg,Laptop Cũ Dell Latitude E6430s Intel Core i5,Liên Hệ,,,,https://laptop88.vn/laptop-cu-dell-latitude-e6430s-core-i5/p2417.html
i5 - 6300U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/6980_5015_thinkpad_t470s_3.jpg,Laptop Cũ Lenovo Thinkpad T470s - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t470s-intel-core-i5.html
i5 - 4200U,"14"" HD | HD+",Intel HD 4000,https://laptop88.vn/media/product/pro_poster_2554.jpg,Laptop cũ HP Folio 9480m - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-cu-hp-elitebook-9480m-core-i5-4310u-4gb-ssd-120gb-hd-graphics-4400-14-inch-bao-hanh-1-nam.html
i5 - 4200U,12.5 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_2497.jpg,Laptop cũ Dell Latitude E7240 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-e7240-core-i5-4300u-ram-4gb-ssd-128gb-intel-hd-graphics-4400-125-hd-bao-hanh-1-nam.html
i5 - 5200U,12.5 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_3817.jpg,Laptop Cũ Dell Latitude E7250 - Intel Core i5 ,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e7250-core-i5.html
,,,https://laptop88.vn/media/product/pro_poster_2421.jpg,Laptop cũ HP Probook 6570b - Intel Core i5,4.190.000 đ,,Used,,https://laptop88.vn/laptop-cu-hp-probook-6570b-core-i5-3320m-ram-4gb-hdd-250gb-vga-intel-hd-graphics-4000-156-inch-bao-hanh-1-nam/p2421.html
"
i7 - 4810MQ
","15.6"" Full HD", Quadro K1100,https://laptop88.vn/media/product/pro_poster_3903.jpg,Laptop cũ HP Zbook 15 G2 - Intel Core i7,Liên Hệ,"
8GB DDR3
",,SSD 256GB,https://laptop88.vn/hp-zbook-15-g2-i7.html
i5 - 4200M,14 Inch HD,Intel HD 4600,https://laptop88.vn/media/product/pro_poster_2540.jpg,Laptop HP Probook 640 G1 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-cu-hp-probook-640-g1-core/p2540.html
i5 - 4200U,14 Inch HD+,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_2393.jpg,Laptop Lenovo Thinkpad T440s - Intel Core i5,4.590.000 đ,4GB DDR3L,Used,SSD 120GB,https://laptop88.vn/laptop-lenovo-thinkpad-t440s-core-i5-4300u-ram-4gb-ssd-240gb-intel-hd-graphics-4400-14.0-inch-hd.html
i7 - 5600U,"14"" Full HD",Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_3911.jpg,Laptop Lenovo Thinkpad X1 Carbon Gen 3 - Intel Core i7,Liên Hệ,8GB DDR3L,,SSD 240GB,https://laptop88.vn/X1-Carbon-i7-Gen-3/p3911.html
i5 - 1.6Ghz,"
13.3 Inch HD+
",Intel HD 6000,https://laptop88.vn/media/product/3906_3.png,Macbook Air 13.3 2015 Cũ - Intel Core i5,Liên Hệ,"
4GB Onmain
",,SSD 128GB,https://laptop88.vn/macbook-air-133-2015-mjve2-intel-core-i5-ram-4gb-ssd-128gb-intel-hd-graphics-6000-133-inch/p3906.html
i7 - 4712HQ,"
15.6 Inch 3K
", Quadro K1100,https://laptop88.vn/media/product/pro_poster_4040.jpg,Laptop Cũ Dell Precision M3800 - Intel Core i7,Liên Hệ,8GB DDR3,,SSD 256GB,https://laptop88.vn/laptop-dell-precision-m3800-intel-core-i7.html
i5 - 6200U,14 Inch Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_3974.jpg,Laptop Cũ Dell Latitude E5470 - Intel Core i5,5.290.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-dell-latitude-e5470.html
i5 - 8250U,15.6 Inch Full HD,Card rời AMD,https://laptop88.vn/media/product/3924_1.png,Laptop Cũ Dell Inspiron 15 5570 - Intel Core i5-8250U | 15.6 inch Full HD,9.390.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-dell-inspiron-5570-intel-core-i5-8250uram-8gbhdd-1tbintel-uhd-graphics-620156-inch-fullhd-cam-ungkeyled/p3924.html
"
i5 - 6200U
","
15.6 Inch HD
",Intel HD 520,https://laptop88.vn/media/product/pro_poster_3959.jpg,Laptop cũ HP Probook 450 G3 - Intel Core i5 ,Liên Hệ,8GB DDR3,,SSD 240GB,https://laptop88.vn/laptop-hp-probook-450-g3-intel-core-i5-6200u-ram-8gb-ssd-120gb-intel-hd-graphics-520-15.6-inch-hd.html
i5 - 7200U,"13.3"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_4061.jpg,Laptop Dell XPS 13 9360 - Intel Core i5 ,Liên Hệ,8GB ,,SSD 256GB,https://laptop88.vn/laptop-dell-xps-9360-intel-core-i5.html
i5 - 5200U,14 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_4178.jpg,Laptop cũ HP Elitebook 840 G2 - Intel Core i5,Liên Hệ,4GB PC3L,,SSD 120GB,https://laptop88.vn/laptop-hp-elitebook-840-g2-hang-nhap-khau-like-new.html
i5 - 5200U,14 Inch HD+,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_4060.jpg,Laptop Cũ Lenovo Thinkpad T450s - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 128GB,https://laptop88.vn/laptop-lenovo-thinkpad-t450s-core-i5-5300u-processor-ram-8gb-ssd-256gb-intel-hd-graphics-5500m-14-inch-bao-hanh-1-nam.html
i7 - 6600u,12.5'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4189.jpg,Laptop Cũ Dell Latitude E7280 i7 6600U ,6.390.000 đ,8GB ,,SSD 256GB,https://laptop88.vn/laptop-latitude-e7280-core-i7-6600u-ram/p4189.html
i5 - 7200U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_3801.jpg,Laptop cũ HP Elitebook 840 G4 - Intel Core i5,Liên Hệ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-hp-elitebook-840-g4/p3801.html
i5 - 3427U,14 Inch HD,Intel HD 4000,https://laptop88.vn/media/product/pro_poster_2539.jpg,Laptop Cũ HP Elitebook Folio 9470m - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-cu-hp-elitebook-9470m-core-i5-3427u-4gb-ssd-120gb-hd-graphics-4000-14-inch-bao-hanh-1-nam/p2539.html
i5 - 8300H,15.6'' Full HD,Nvidia GTX 1050,https://laptop88.vn/media/product/pro_poster_4293.jpg,Laptop Gaming Cũ Dell Inspiron G3 3579 - Intel Core i5,12.390.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-gaming-cu-dell-g3-3579-intel-core-i5.html
i7 - 8650U,"14"" Full HD",Intel UD 620,https://laptop88.vn/media/product/pro_poster_4297.jpg,Laptop Cũ Lenovo Thinkpad T480 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/moi-99-laptop-lenovo-thinkpad-t480-intel-core-i7/p4297.html
i5 - 5200U,"15.6"" Full HD",Intel HD 5500,https://laptop88.vn/media/product/pro_poster_4214.jpg,Laptop Cũ HP Elitebook 850 G2 - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-cu-hp-elitebook-850-g2-intel-core-i5/p4214.html
 i5 - 6200U,15.6 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4188.jpg,Laptop Cũ Dell Latitude E3570 - Intel Core i5,Liên Hệ,8GB DDR3,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e3570-intel-core-i5.html
